36	15.54
35.9	15.85
35.8	15.8
35.7	15.88
35.6	15.95
35.5	15.87
35.4	15.84
35.3	16.22
35.2	16.21
35.1	16.3
35	16.67
34.9	16.25
34.8	16.94
34.7	16.85
34.6	16.89
34.5	16.97
34.4	17.32
34.3	16.72
34.2	16.88
34.1	17.49
34	17.17
33.9	17.39
33.8	16.99
33.7	17.12
33.6	17.11
33.5	16.81
33.4	17.54
33.3	17.38
33.2	17.21
33.1	17.13
33	17.76
32.9	17.9
32.8	17.58
32.7	17.54
32.6	17.81
32.5	17.89
32.4	18.35
32.3	18.09
32.2	17.84
32.1	18.21
32	17.79
31.9	18.29
31.8	17.95
31.7	18.28
31.6	18.41
31.5	18.54
31.4	18.51
31.3	18.63
31.2	18.69
31.1	18.83
31	19.02
30.9	19.18
30.8	19.1
30.7	19.25
30.6	19.29
30.5	19.46
30.4	19.95
30.3	19.98
30.2	20.1
30.1	20
30	19.88
